MMI_MMI_AA	MMI_AC	MMI_AG	MMI_AT	MMI_CC	MMI_CG	MMI_CT	MMI_GG	MMI_GT	MMI_TT	MMI_AAA	MMI_AAC	MMI_AAG	MMI_AAT	MMI_ACC	MMI_ACG	MMI_ACT	MMI_AGG	MMI_AGT	MMI_ATT	MMI_CCC	MMI_CCG	MMI_CCT	MMI_CGG	MMI_CGT	MMI_CTT	MMI_GGG	MMI_GGT	MMI_GTT	MMI_TTT
0.0	0.0	-0.04054651081081642	0.028768207245178118	0.0	0.0	0.028768207245178104	0.08713450201700383	-0.011778303565638321	-0.05315469465792427	0.0	0.0	-0.03906708950112986	-0.012856790054940559	0.0	-0.03906708950112986	-0.012856790054940781	0.3640017864757044	-0.05340330086575701	0.01591141719023753	0.0	0.0	-0.012856790054940559	0.0	-0.012856790054940559	-0.4277039695974132	0.5150460521776233	0.07427771196206329	-0.46825048040822964	-0.41876993132689805
0.0	0.24323234016002254	0.0	-0.04054651081081642	0.0	-0.2480884968214655	0.0	0.0	0.0	0.0	0.0	0.4992634262816409	0.0	0.0	-0.6157618588218073	-0.08331580700782137	0.2432323401600225	0.0	0.0	-0.04054651081081645	0.0	-1.6175389531815878	0.0	-1.98269468962286	-0.2480884968214655	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.03646431135879091	0.0	0.1106911091482805	-0.0008298802814695285	0.1106911091482805	-0.2598565968260522	0.10939293407637275	0.0	0.0	0.0	0.0066459970059958295	0.0	0.0	0.12371323662580264	0.0	0.0066459970059958295	0.04311030836478674	0.0	-0.44587759003539806	0.428082942680824	-0.33518648088711755	0.09515866504145375	0.31018582277954765	-0.21811924126731075	0.02839320826664421	-0.07951592915839761	0.16396309147726462
0.1106911091482805	0.1106911091482805	-0.1106911091482805	0.0	0.0	-0.11069110914828051	0.0	0.057536414490356215	0.0	0.0	-0.21811924126731075	0.019834168974663002	0.46571175901006107	0.1106911091482805	0.13690140859446978	0.6816481553892778	0.47856213618912613	0.24432954071350005	-0.1106911091482805	0.0	0.0	0.012056069968050032	0.0	-0.11069110914828056	-0.11069110914828051	0.0	0.04467962443541562	0.057536414490356215	0.0	0.0
0.0	0.0	0.0	-0.06694306539426298	-0.05315469465792427	0.0	0.0258154084550285	0.0	0.0	-0.07256703722655052	0.0	0.0	0.0	-0.11553338158054813	0.0	0.0	-0.4713483386533438	0.0	-0.11553338158054813	-1.956937994125414	-0.09222178415905413	-0.05315469465792427	0.3377010198625209	0.0	-0.21733456471345605	-1.9659807034090304	0.0	0.0	0.0	-0.4056751384051011
-0.057536414490356215	0.3329539939536658	0.0	-0.028768207245178097	0.0	-0.36001165440855004	0.0	0.0	0.0	0.0	-0.04467962443541562	0.42144061081498174	-0.057536414490356215	-0.05753641449035618	0.9295346856758021	0.4500212335734726	0.3329539939536658	0.0	0.0	-0.02876820724517809	0.0	-2.0611543399692387	0.0	-2.094617847209945	-0.36001165440855004	0.0	0.0	0.0	0.0	0.0
0.08925742052568386	-0.09483060613061663	0.0	-0.12484106537565037	0.0	0.1394593163934586	0.0	0.0	0.1394593163934586	0.0	0.12167851302081789	-0.05117307196822163	0.08925742052568386	-0.28435360455489095	0.2083542881631286	-0.09483060613061663	-0.4271187513381897	0.0	-0.33228814520757305	1.2002650969475728	0.0	-0.012226041835049356	0.0	0.24430051417821602	0.022392076773651792	0.0	0.0	-0.3678774399167211	-0.3454853631430693	0.0
0.0	0.06931471805599454	0.0	-0.04054651081081642	-0.1106911091482805	0.0	0.028768207245178104	0.0	-0.08109302162163287	0.029598087526647627	0.0	0.4336515482003487	0.0	-0.03906708950112986	0.62003350587615	0.06931471805599454	-1.6271466789759317	0.0	-0.039067089501129915	-0.07961360031194631	0.21811924126731075	-0.1106911091482805	-0.03269095902960356	0.0	-0.3656152366689738	-0.12736612187575858	0.0	-0.33228814520757305	-0.5304484064490127	-0.3382793523900735
0.08925742052568386	-0.3453934033907418	0.0	0.04462871026284195	0.0	0.4986410905205391	0.0	0.0	0.0	0.0	0.12167851302081789	-1.4337031819863602	0.08925742052568386	0.08925742052568386	-1.50048297886194	-0.0188452562228979	1.8933877305451086	0.0	0.0	0.04462871026284193	0.0	2.0611543399692387	0.0	2.233247283321934	0.4986410905205391	0.0	0.0	0.0	0.0	0.0
0.0	0.03773962667519842	0.0	0.1106911091482805	0.0	-0.05472953035473821	0.0	0.0	-0.18000582720427502	0.0	0.0	0.009262398456685028	0.0	-0.32881035041559126	0.04700202513188345	0.03773962667519842	-0.4081379633601999	0.0	-0.32881035041559126	-0.21811924126731075	0.0	-0.10484119778475744	0.0	-0.15957072813949563	3.9585131507317146	0.0	0.0	0.32881035041559126	0.14880452321131624	0.0
0.0	0.0	0.0	0.0	-0.05315469465792427	0.05753641449035622	0.0	0.0	-0.028768207245178118	0.04794309454402279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09222178415905413	0.39046069212972645	0.07676933501682309	0.057536414490356236	-0.04667403507451001	0.05417966992794232	0.0	0.012856790054940559	0.02541146268276423	0.012434781476204804
0.0	0.1106911091482805	0.0	-0.1747942270903735	0.0	0.1106911091482805	0.0	0.0	-0.08192290190310236	0.057536414490356215	0.0	-0.32881035041559126	0.0	-0.11006301586166609	-0.21811924126731075	0.11069110914828051	0.04195097315961617	0.0	-0.06874013598866435	-0.126467123459231	0.0	0.0262102994461893	0.0	0.4634495557623137	0.1106911091482805	0.0	0.0	-0.03906708950112986	-0.12098999140423222	0.04467962443541562
0.0	0.08630462173553427	0.0	0.0	0.027938326963708588	0.0	-0.08109302162163284	0.0	0.0	0.1106911091482805	0.0	0.26354800921890875	0.0	0.0	0.4669198705742498	0.08630462173553427	-0.35731076505211645	0.0	0.0	0.0	0.38295897682548913	0.027938326963708588	-1.4847594284331218	0.0	-1.6297649950166373	-3.485319563788873	0.0	0.0	0.0	-0.21811924126731075
0.0	-0.08109302162163287	0.06931471805599454	0.0	0.0	0.0	0.39399146176762956	0.0	-0.40055816521936644	0.0	0.0	-0.3322881452075731	0.4336515482003487	0.0	-0.41338116682920595	0.3525585265787158	0.3625223651660179	0.5029662662563432	-0.41562354860465794	0.0	0.0	0.0	1.1449838744712333	0.0	0.3042306507377852	1.1831603791660672	0.0	-0.8405896647423242	-0.873276802920845	0.0
0.0	0.1106911091482805	0.0	-0.1747942270903735	0.0	0.1106911091482805	-0.040546510810816436	0.0	-0.105479509034379	0.0	0.0	-0.32881035041559126	0.0	-0.06874013598866432	-0.21811924126731075	0.4372392563161244	-0.07511626646019062	0.0	-0.06874013598866408	-0.2435343630790378	0.0	0.0262102994461893	-0.012856790054940559	-0.3067139781931809	0.05651143922033816	-0.05340330086575701	0.0	-0.43661116302951003	-0.17421964502304332	0.0
0.0	0.24606822608971352	0.0	-0.1216395324324493	0.0	-0.3153829441457081	0.0	0.0	0.0	0.0	0.0	0.05886790816385118	0.0	0.0	-1.3524581732772314	0.24606822608971352	-0.9461080053429538	0.0	0.0	-0.1216395324324493	0.0	-2.0611543399692387	0.0	-2.0499891369471026	-0.3153829441457081	0.0	0.0	0.0	0.0	0.0
0.0	0.29999073591848247	0.0	-0.4175480688989063	-0.10939293407637275	-0.018232155679395456	0.0	0.0	0.0	0.0	0.0	0.4895994525607053	0.0	0.0	0.09440829367522355	0.29999073591848247	0.29999073591848235	0.0	0.0	-0.41754806889890617	-0.16396309147726462	-0.10939293407637275	-0.10939293407637275	-0.018232155679395456	-0.018232155679395456	0.0	0.0	0.0	0.0	0.0
0.0	-0.18000582720427502	0.0	0.15123761995909693	0.0	-0.08837675401685952	0.0	0.0	0.08837675401685957	-0.057536414490356215	0.0	-0.10484119778475744	0.0	0.03906708950112986	-0.28484702498903247	1.5944557199463278	-0.14093873770314516	0.0	-0.1768693068780869	0.1903047094602268	0.0	0.3331081011785506	0.0	-0.08181680000615282	-0.08837675401685952	0.0	0.0	-0.07036506744973264	0.08837675401685963	-0.04467962443541562
0.0	-0.08630462173553435	0.04054651081081642	0.0	-0.027938326963708588	0.023556607131276663	-0.028768207245178104	-0.029598087526647627	0.0	0.0	0.0	-0.26354800921890875	0.039067089501129915	0.0	-0.3498526309544431	-0.4908529190220552	-0.08630462173553433	0.19668083993175312	0.04054651081081642	0.0	-0.38295897682548913	0.6308979654117084	-0.14500556658351538	0.4729119919586565	0.023556607131276663	-0.02876820724517809	0.3382793523900735	-0.029598087526647627	0.0	0.0
-0.029598087526647627	0.0	0.29869256084657475	-0.029598087526647627	0.0	-0.02231435513142098	0.0	0.0	0.136506517603309	0.0	0.3382793523900735	-0.029598087526647627	0.15013061594023913	0.4553465920098803	0.0	0.04621344450545273	0.3678774399167211	0.3449060053520274	1.0223849578360915	0.4553465920098803	0.0	0.02191254868322995	0.0	-0.0004018064481910444	-0.02231435513142098	0.0	0.0	0.4448247022228146	-1.6453938441416764	0.0
0.0	0.0	0.02231435513142098	0.0	0.0	0.04462871026284195	-0.06931471805599454	-0.02143368862259662	-0.04700036292457357	0.1106911091482805	0.0	0.0	-0.02191254868322995	0.0	0.0	-0.02191254868322995	0.0	0.0004018064481910444	0.02231435513142098	0.0	0.0	0.03242109249513403	-0.4336515482003487	0.07704980275797596	-0.38902283793750675	-0.62003350587615	-0.015222895573651862	-0.3380179972031385	-0.597719150744729	-0.21811924126731075
0.0	0.18000582720427502	-0.10216512475319817	0.07014459833746406	0.0	-0.19054187877005768	0.0	0.07292862271758184	-0.0806806499032467	0.0	0.0	0.10484119778475744	0.0066459970059958295	-0.3678774399167211	0.28484702498903247	-1.914357870108176	-0.1878716127124461	-0.09551912774720234	-0.4700425646699193	0.02881530558858686	0.0	0.03476933873817051	0.0	-0.4823206871997311	-0.5170900259379015	0.0	0.07957461972357766	-0.5111172565639743	0.22250424439049848	0.0
