MMI_MMI_AA	MMI_AC	MMI_AG	MMI_AT	MMI_CC	MMI_CG	MMI_CT	MMI_GG	MMI_GT	MMI_TT	MMI_AAA	MMI_AAC	MMI_AAG	MMI_AAT	MMI_ACC	MMI_ACG	MMI_ACT	MMI_AGG	MMI_AGT	MMI_ATT	MMI_CCC	MMI_CCG	MMI_CCT	MMI_CGG	MMI_CGT	MMI_CTT	MMI_GGG	MMI_GGT	MMI_GTT	MMI_TTT
0.0	0.0	-0.02231435513142098	0.0	-0.0827527821845719	0.3858270628635786	0.05753641449035621	-0.04462871026284193	-0.04462871026284196	0.0	0.0	0.0	0.02191254868322995	0.0	0.0	0.05117935858818168	0.0	-0.0004018064481910444	-0.02231435513142098	0.0	-0.08049057893682454	0.1628310112072725	0.36086260460307884	-1.0552502611803247	-0.05778832392407207	0.05753641449035618	-0.022716161579611982	-0.04462871026284193	-0.044628710262841986	0.0
0.05315469465792427	0.08837675401685957	-0.07014459833746406	0.0	0.0	-0.08837675401685952	0.0	0.0	0.0	0.0	0.41876993132689805	0.1735786408709233	0.49903228469332234	0.05315469465792427	0.2501235801028605	0.09063895726460691	-0.35523863277079115	0.2586657520781272	-0.07014459833746406	0.0	0.0	-0.4436153867876507	0.0	-0.08837675401685952	-0.08837675401685963	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.13945931639345854	-0.20877403444945314	0.0	0.029598087526647627	0.08713450201700383	0.0	0.0	0.0	0.0	0.0	-0.3678710270408457	0.0	0.0	-0.1170672396198068	0.0	0.0	-0.3736110250805748	-0.47271863770147854	-0.4717474616010316	-0.7292451937147439	1.419517022167515	0.0	-0.3678774399167211	-0.01173120522222959	0.5150460521776233
0.0	0.08837675401685946	0.19699573088381475	0.0	0.0	-0.0596085467716814	0.0	-0.05315469465792427	0.0	0.0	0.0	0.45486227693687153	0.4336515482003487	0.0	0.17536800391288532	-4.333087380755373	0.08837675401685946	-1.4703624152342833	0.19699573088381475	0.0	0.0	-0.4826824762887806	0.0	-0.4252237834406552	-0.0596085467716814	0.0	-0.41876993132689805	-0.05315469465792427	0.0	0.0
0.0	0.028768207245178104	0.0	0.0	-0.05315469465792427	0.02876820724517811	0.006453852113757132	0.0	-0.022314355131420976	0.018480889832447084	0.0	-0.012856790054940559	0.0	0.0	-0.4277039695974132	0.028768207245178035	0.028768207245178104	0.0	0.0	0.0	-0.41876993132689805	-0.05315469465792427	-0.031242145974694324	0.02876820724517809	0.05068075592840804	0.016310330828937014	0.0	0.02191254868322995	-0.012457876416241076	-0.00567073311183286
0.0	-0.029598087526647627	0.0	0.13424771627955714	0.0	-0.180005827204275	0.023556607131276663	0.0	0.15123761995909693	0.0	0.0	0.3678774399167211	0.0	0.11006301586166609	0.3382793523900735	-0.3974691145674933	0.7734508484521943	0.0	0.3952882831565082	0.20298785226822147	0.0	-1.0893090543116952	-0.10136340299277563	-0.9014438544751244	1.9574119037387994	-0.07780679586149897	0.0	0.03906708950112986	0.1903047094602268	0.0
0.0	0.04054651081081642	0.03646431135879091	-0.19782561116528433	0.0	0.0	0.0	-0.08925742052568386	0.32829064837322236	0.0	0.0	0.0	-0.03242109249513403	0.22744694742281563	0.04054651081081645	0.008125418315682392	0.2679934582336321	0.004043218863656883	-0.06263688838623738	1.8040828834081342	0.0	0.0	0.0	0.0	0.0	0.0	-0.12167851302081789	0.9689133671541896	-2.778715875694986	0.0
0.0	0.0	0.0	-0.018232155679395456	0.057536414490356215	0.0	-0.34302175072901026	0.0	-0.018232155679395456	0.0750566780709591	0.0	0.0	0.0	0.02209239811753344	0.0	0.0	0.02209239811753344	0.0	0.022092398117533385	0.48879850909879047	0.04467962443541562	0.057536414490356215	-0.5978784050243626	0.0	-0.3165843085805419	-0.29173503226870645	0.0	0.02209239811753344	0.37173126947898366	0.4472254558747641
0.0	0.1106911091482805	0.0	-0.18000582720427502	0.05315469465792427	-0.028768207245178107	-0.1682275236386367	0.0	0.06931471805599454	0.0	0.0	-0.35502064986178056	0.0	0.32881035041559126	0.08221860645434387	-0.006376130471526298	0.11295331239602784	0.0	0.44587759003539806	0.14880452321131624	0.41876993132689805	0.05315469465792427	0.05315469465792427	-0.02876820724517809	-0.028768207245178035	-0.1682275236386367	0.0	0.4336515482003487	0.5029662662563432	0.0
0.029598087526647627	-0.040546510810816436	-0.054696467038186314	0.0	0.0	0.022314355131420976	0.0	-0.029129792736209442	0.0	0.0	-0.3382793523900735	0.02959808752664761	0.02806422948738871	0.029598087526647627	-0.04054651081081645	0.07498687076973168	-0.040546510810816436	0.9696703774281422	-0.054696467038186314	0.0	0.0	-0.02191254868322995	0.0	-0.04092107342481072	0.022314355131420993	0.0	-0.12502283001010306	-0.029129792736209442	0.0	0.0
